image_path,mask_path,split,px_class0,px_class1,px_class2,px_class3,px_class4,px_class5,px_class6,px_class7
..\data\leftImg8bit\train\aachen\aachen_000138_000019_leftImg8bit.png,..\data\gtFine\train\aachen\aachen_000138_000019_gtFine_labelIds.png,train,153494,826470,484835,67982,326152,9749,29965,198505
..\data\leftImg8bit\train\aachen\aachen_000139_000019_leftImg8bit.png,..\data\gtFine\train\aachen\aachen_000139_000019_gtFine_labelIds.png,train,133016,953903,554773,64866,198076,0,11669,180849
..\data\leftImg8bit\train\aachen\aachen_000140_000019_leftImg8bit.png,..\data\gtFine\train\aachen\aachen_000140_000019_gtFine_labelIds.png,train,124249,958558,252347,64001,383052,247246,24162,43537
..\data\leftImg8bit\train\aachen\aachen_000141_000019_leftImg8bit.png,..\data\gtFine\train\aachen\aachen_000141_000019_gtFine_labelIds.png,train,125050,674266,532468,39618,179587,159446,26792,359925
..\data\leftImg8bit\train\aachen\aachen_000142_000019_leftImg8bit.png,..\data\gtFine\train\aachen\aachen_000142_000019_gtFine_labelIds.png,train,134851,649786,657709,5748,500565,24714,546,123233
..\data\leftImg8bit\train\aachen\aachen_000143_000019_leftImg8bit.png,..\data\gtFine\train\aachen\aachen_000143_000019_gtFine_labelIds.png,train,129005,873985,218636,34372,690076,114419,2781,33878
..\data\leftImg8bit\train\aachen\aachen_000144_000019_leftImg8bit.png,..\data\gtFine\train\aachen\aachen_000144_000019_gtFine_labelIds.png,train,204612,805228,160048,23033,787044,6370,1174,109643
..\data\leftImg8bit\train\aachen\aachen_000145_000019_leftImg8bit.png,..\data\gtFine\train\aachen\aachen_000145_000019_gtFine_labelIds.png,train,233732,652775,559415,18498,182341,75423,4143,370825
..\data\leftImg8bit\train\aachen\aachen_000146_000019_leftImg8bit.png,..\data\gtFine\train\aachen\aachen_000146_000019_gtFine_labelIds.png,train,128541,827102,427021,15900,336939,152603,12378,196668
..\data\leftImg8bit\train\aachen\aachen_000147_000019_leftImg8bit.png,..\data\gtFine\train\aachen\aachen_000147_000019_gtFine_labelIds.png,train,217234,634992,508519,6672,296137,20915,1226,411457
..\data\leftImg8bit\train\aachen\aachen_000148_000019_leftImg8bit.png,..\data\gtFine\train\aachen\aachen_000148_000019_gtFine_labelIds.png,train,115795,937386,365639,11883,425383,219593,5860,15613
..\data\leftImg8bit\train\aachen\aachen_000149_000019_leftImg8bit.png,..\data\gtFine\train\aachen\aachen_000149_000019_gtFine_labelIds.png,train,135124,910704,139275,62913,695241,127008,0,26887
..\data\leftImg8bit\train\aachen\aachen_000150_000019_leftImg8bit.png,..\data\gtFine\train\aachen\aachen_000150_000019_gtFine_labelIds.png,train,141809,796565,118131,25437,934534,41979,1703,36994
..\data\leftImg8bit\train\aachen\aachen_000151_000019_leftImg8bit.png,..\data\gtFine\train\aachen\aachen_000151_000019_gtFine_labelIds.png,train,114996,1033057,59459,19048,788732,62634,0,19226
..\data\leftImg8bit\train\aachen\aachen_000152_000019_leftImg8bit.png,..\data\gtFine\train\aachen\aachen_000152_000019_gtFine_labelIds.png,train,122080,159166,178320,0,1266061,371332,0,193
..\data\leftImg8bit\train\aachen\aachen_000153_000019_leftImg8bit.png,..\data\gtFine\train\aachen\aachen_000153_000019_gtFine_labelIds.png,train,142186,990762,12024,51658,623456,272803,4263,0
..\data\leftImg8bit\train\aachen\aachen_000154_000019_leftImg8bit.png,..\data\gtFine\train\aachen\aachen_000154_000019_gtFine_labelIds.png,train,141631,959966,190810,9892,491069,215293,8570,79921
..\data\leftImg8bit\train\aachen\aachen_000155_000019_leftImg8bit.png,..\data\gtFine\train\aachen\aachen_000155_000019_gtFine_labelIds.png,train,127077,848138,480490,20302,411224,182589,81,27251
..\data\leftImg8bit\train\aachen\aachen_000156_000019_leftImg8bit.png,..\data\gtFine\train\aachen\aachen_000156_000019_gtFine_labelIds.png,train,120041,814552,584,11641,1007079,113710,2598,26947
..\data\leftImg8bit\train\aachen\aachen_000157_000019_leftImg8bit.png,..\data\gtFine\train\aachen\aachen_000157_000019_gtFine_labelIds.png,train,117552,815029,128955,19183,868135,83983,0,64315
..\data\leftImg8bit\train\aachen\aachen_000158_000019_leftImg8bit.png,..\data\gtFine\train\aachen\aachen_000158_000019_gtFine_labelIds.png,train,115417,683257,3061,9642,1169830,105245,0,10700
..\data\leftImg8bit\train\aachen\aachen_000159_000019_leftImg8bit.png,..\data\gtFine\train\aachen\aachen_000159_000019_gtFine_labelIds.png,train,128823,831585,318073,14604,785501,17517,754,295
..\data\leftImg8bit\train\aachen\aachen_000160_000019_leftImg8bit.png,..\data\gtFine\train\aachen\aachen_000160_000019_gtFine_labelIds.png,train,138986,711489,31648,9141,1157123,3388,2895,42482
..\data\leftImg8bit\train\aachen\aachen_000161_000019_leftImg8bit.png,..\data\gtFine\train\aachen\aachen_000161_000019_gtFine_labelIds.png,train,305806,834823,682379,28848,198385,17396,25719,3796
..\data\leftImg8bit\train\aachen\aachen_000162_000019_leftImg8bit.png,..\data\gtFine\train\aachen\aachen_000162_000019_gtFine_labelIds.png,train,691411,516463,471856,77731,301717,0,20673,17301
..\data\leftImg8bit\train\aachen\aachen_000163_000019_leftImg8bit.png,..\data\gtFine\train\aachen\aachen_000163_000019_gtFine_labelIds.png,train,158931,853398,611589,14389,313322,0,1643,143880
..\data\leftImg8bit\train\aachen\aachen_000164_000019_leftImg8bit.png,..\data\gtFine\train\aachen\aachen_000164_000019_gtFine_labelIds.png,train,131463,883869,680209,17291,309008,10365,25355,39592
..\data\leftImg8bit\train\aachen\aachen_000165_000019_leftImg8bit.png,..\data\gtFine\train\aachen\aachen_000165_000019_gtFine_labelIds.png,train,115541,647824,841702,46930,112303,8662,0,324190
..\data\leftImg8bit\train\aachen\aachen_000166_000019_leftImg8bit.png,..\data\gtFine\train\aachen\aachen_000166_000019_gtFine_labelIds.png,train,177439,775207,590828,11330,374524,27176,490,140158
..\data\leftImg8bit\train\aachen\aachen_000167_000019_leftImg8bit.png,..\data\gtFine\train\aachen\aachen_000167_000019_gtFine_labelIds.png,train,166818,748509,657177,39587,271629,0,0,213432
..\data\leftImg8bit\train\aachen\aachen_000168_000019_leftImg8bit.png,..\data\gtFine\train\aachen\aachen_000168_000019_gtFine_labelIds.png,train,252008,653679,367611,10971,514996,14925,3270,279692
..\data\leftImg8bit\train\aachen\aachen_000169_000019_leftImg8bit.png,..\data\gtFine\train\aachen\aachen_000169_000019_gtFine_labelIds.png,train,123929,820715,760325,68738,92979,148674,3641,78151
..\data\leftImg8bit\train\aachen\aachen_000170_000019_leftImg8bit.png,..\data\gtFine\train\aachen\aachen_000170_000019_gtFine_labelIds.png,train,126867,927454,406400,85241,356132,40761,0,154297
..\data\leftImg8bit\train\aachen\aachen_000171_000019_leftImg8bit.png,..\data\gtFine\train\aachen\aachen_000171_000019_gtFine_labelIds.png,train,190752,744627,186551,30438,580106,134409,279,229990
..\data\leftImg8bit\train\aachen\aachen_000172_000019_leftImg8bit.png,..\data\gtFine\train\aachen\aachen_000172_000019_gtFine_labelIds.png,train,139741,818351,410820,60320,410099,16085,5438,236298
..\data\leftImg8bit\train\aachen\aachen_000173_000019_leftImg8bit.png,..\data\gtFine\train\aachen\aachen_000173_000019_gtFine_labelIds.png,train,114758,836993,459143,24659,366592,52355,34606,208046
..\data\leftImg8bit\train\bochum\bochum_000000_000313_leftImg8bit.png,..\data\gtFine\train\bochum\bochum_000000_000313_gtFine_labelIds.png,train,239284,588701,153907,12676,734633,43276,0,324675
..\data\leftImg8bit\train\bochum\bochum_000000_000600_leftImg8bit.png,..\data\gtFine\train\bochum\bochum_000000_000600_gtFine_labelIds.png,train,239911,876800,173579,44901,684509,22160,923,54369
..\data\leftImg8bit\train\bochum\bochum_000000_000885_leftImg8bit.png,..\data\gtFine\train\bochum\bochum_000000_000885_gtFine_labelIds.png,train,262079,903869,414866,42833,383880,12349,1171,76105
..\data\leftImg8bit\train\bochum\bochum_000000_001097_leftImg8bit.png,..\data\gtFine\train\bochum\bochum_000000_001097_gtFine_labelIds.png,train,256958,915237,310096,57162,461435,58374,0,37890
..\data\leftImg8bit\train\bochum\bochum_000000_001519_leftImg8bit.png,..\data\gtFine\train\bochum\bochum_000000_001519_gtFine_labelIds.png,train,592314,672136,417045,2822,367286,0,0,45549
..\data\leftImg8bit\train\bochum\bochum_000000_001828_leftImg8bit.png,..\data\gtFine\train\bochum\bochum_000000_001828_gtFine_labelIds.png,train,343408,885259,348673,52502,227521,179737,8429,51623
..\data\leftImg8bit\train\bochum\bochum_000000_002293_leftImg8bit.png,..\data\gtFine\train\bochum\bochum_000000_002293_gtFine_labelIds.png,train,272097,844619,230972,111811,391512,106996,1587,137558
..\data\leftImg8bit\train\bochum\bochum_000000_002562_leftImg8bit.png,..\data\gtFine\train\bochum\bochum_000000_002562_gtFine_labelIds.png,train,247161,704655,294721,96397,649398,0,8232,96588
..\data\leftImg8bit\train\bochum\bochum_000000_003005_leftImg8bit.png,..\data\gtFine\train\bochum\bochum_000000_003005_gtFine_labelIds.png,train,229638,986310,265111,31484,530557,2968,0,51084
..\data\leftImg8bit\train\bochum\bochum_000000_003245_leftImg8bit.png,..\data\gtFine\train\bochum\bochum_000000_003245_gtFine_labelIds.png,train,317531,656084,553767,24309,364730,28775,5067,146889
..\data\leftImg8bit\train\bochum\bochum_000000_003674_leftImg8bit.png,..\data\gtFine\train\bochum\bochum_000000_003674_gtFine_labelIds.png,train,227228,669785,579396,6413,356401,0,7010,250919
..\data\leftImg8bit\train\bochum\bochum_000000_004032_leftImg8bit.png,..\data\gtFine\train\bochum\bochum_000000_004032_gtFine_labelIds.png,train,347615,450246,418793,6365,641243,25563,0,207327
..\data\leftImg8bit\train\bochum\bochum_000000_004229_leftImg8bit.png,..\data\gtFine\train\bochum\bochum_000000_004229_gtFine_labelIds.png,train,254791,743110,341531,10943,572896,46606,0,127275
..\data\leftImg8bit\train\bochum\bochum_000000_004748_leftImg8bit.png,..\data\gtFine\train\bochum\bochum_000000_004748_gtFine_labelIds.png,train,232096,660161,400902,3074,411476,575,951,387917
..\data\leftImg8bit\train\bochum\bochum_000000_005537_leftImg8bit.png,..\data\gtFine\train\bochum\bochum_000000_005537_gtFine_labelIds.png,train,352937,729821,290643,33210,647164,2130,0,41247
..\data\leftImg8bit\train\bochum\bochum_000000_005936_leftImg8bit.png,..\data\gtFine\train\bochum\bochum_000000_005936_gtFine_labelIds.png,train,301933,779561,226724,16468,515275,49464,1817,205910
..\data\leftImg8bit\train\bochum\bochum_000000_006026_leftImg8bit.png,..\data\gtFine\train\bochum\bochum_000000_006026_gtFine_labelIds.png,train,238275,812588,268501,76482,277426,208298,8626,206956
..\data\leftImg8bit\train\bochum\bochum_000000_006484_leftImg8bit.png,..\data\gtFine\train\bochum\bochum_000000_006484_gtFine_labelIds.png,train,244095,793103,388895,86859,386593,131457,23488,42662
..\data\leftImg8bit\train\bochum\bochum_000000_006746_leftImg8bit.png,..\data\gtFine\train\bochum\bochum_000000_006746_gtFine_labelIds.png,train,254106,939905,150840,49334,557878,61179,10008,73902
..\data\leftImg8bit\train\bochum\bochum_000000_007150_leftImg8bit.png,..\data\gtFine\train\bochum\bochum_000000_007150_gtFine_labelIds.png,train,245323,981577,441929,80616,220243,50959,4560,71945
..\data\leftImg8bit\train\bochum\bochum_000000_007651_leftImg8bit.png,..\data\gtFine\train\bochum\bochum_000000_007651_gtFine_labelIds.png,train,265863,926090,356390,131478,280705,49962,751,85913
..\data\leftImg8bit\train\bochum\bochum_000000_007950_leftImg8bit.png,..\data\gtFine\train\bochum\bochum_000000_007950_gtFine_labelIds.png,train,843114,978496,109113,78581,59545,5932,463,21908
..\data\leftImg8bit\train\bochum\bochum_000000_008162_leftImg8bit.png,..\data\gtFine\train\bochum\bochum_000000_008162_gtFine_labelIds.png,train,239014,865619,502292,99711,222667,111962,242,55645
..\data\leftImg8bit\train\bochum\bochum_000000_008448_leftImg8bit.png,..\data\gtFine\train\bochum\bochum_000000_008448_gtFine_labelIds.png,train,235542,750423,539078,45882,471531,3973,0,50723
..\data\leftImg8bit\train\bochum\bochum_000000_008804_leftImg8bit.png,..\data\gtFine\train\bochum\bochum_000000_008804_gtFine_labelIds.png,train,324977,708318,411460,28137,484342,51360,0,88558
..\data\leftImg8bit\train\bochum\bochum_000000_009554_leftImg8bit.png,..\data\gtFine\train\bochum\bochum_000000_009554_gtFine_labelIds.png,train,236949,674464,837670,24618,306141,0,3902,13408
..\data\leftImg8bit\train\bochum\bochum_000000_009951_leftImg8bit.png,..\data\gtFine\train\bochum\bochum_000000_009951_gtFine_labelIds.png,train,259572,933855,371492,97654,382826,1529,11549,38675
..\data\leftImg8bit\train\bochum\bochum_000000_010562_leftImg8bit.png,..\data\gtFine\train\bochum\bochum_000000_010562_gtFine_labelIds.png,train,293681,608049,478391,76368,534091,10151,5619,90802
..\data\leftImg8bit\train\bochum\bochum_000000_010700_leftImg8bit.png,..\data\gtFine\train\bochum\bochum_000000_010700_gtFine_labelIds.png,train,247855,959566,688697,39616,109483,0,0,51935
..\data\leftImg8bit\train\bochum\bochum_000000_011255_leftImg8bit.png,..\data\gtFine\train\bochum\bochum_000000_011255_gtFine_labelIds.png,train,519442,594045,460758,39152,248331,72888,5553,156983
..\data\leftImg8bit\train\bochum\bochum_000000_011711_leftImg8bit.png,..\data\gtFine\train\bochum\bochum_000000_011711_gtFine_labelIds.png,train,260240,1022449,491185,37022,226962,14444,356,44494
..\data\leftImg8bit\train\bochum\bochum_000000_013209_leftImg8bit.png,..\data\gtFine\train\bochum\bochum_000000_013209_gtFine_labelIds.png,train,259358,930842,620755,17086,134506,69656,0,64949
..\data\leftImg8bit\train\bochum\bochum_000000_013705_leftImg8bit.png,..\data\gtFine\train\bochum\bochum_000000_013705_gtFine_labelIds.png,train,243262,875798,333230,110372,390885,7510,0,136095
..\data\leftImg8bit\train\bochum\bochum_000000_014332_leftImg8bit.png,..\data\gtFine\train\bochum\bochum_000000_014332_gtFine_labelIds.png,train,249392,1008714,488424,103101,189970,18538,1864,37149
..\data\leftImg8bit\train\bochum\bochum_000000_014658_leftImg8bit.png,..\data\gtFine\train\bochum\bochum_000000_014658_gtFine_labelIds.png,train,241201,854185,296168,22491,387880,79499,965,214763
..\data\leftImg8bit\train\bochum\bochum_000000_014803_leftImg8bit.png,..\data\gtFine\train\bochum\bochum_000000_014803_gtFine_labelIds.png,train,243644,788115,328276,48860,387591,95863,6943,197860
..\data\leftImg8bit\train\bochum\bochum_000000_015038_leftImg8bit.png,..\data\gtFine\train\bochum\bochum_000000_015038_gtFine_labelIds.png,train,314139,755741,291967,56511,292520,92988,4891,288395
..\data\leftImg8bit\train\bochum\bochum_000000_015321_leftImg8bit.png,..\data\gtFine\train\bochum\bochum_000000_015321_gtFine_labelIds.png,train,297644,748148,205373,24908,439577,157213,474,223815
..\data\leftImg8bit\train\bochum\bochum_000000_015645_leftImg8bit.png,..\data\gtFine\train\bochum\bochum_000000_015645_gtFine_labelIds.png,train,246347,883837,394053,92268,439360,19078,2106,20103
..\data\leftImg8bit\train\bochum\bochum_000000_015880_leftImg8bit.png,..\data\gtFine\train\bochum\bochum_000000_015880_gtFine_labelIds.png,train,331572,842767,364142,29046,353166,20125,1129,155205
..\data\leftImg8bit\train\bochum\bochum_000000_016125_leftImg8bit.png,..\data\gtFine\train\bochum\bochum_000000_016125_gtFine_labelIds.png,train,378880,832398,749008,89392,24799,0,22675,0
..\data\leftImg8bit\train\bochum\bochum_000000_016260_leftImg8bit.png,..\data\gtFine\train\bochum\bochum_000000_016260_gtFine_labelIds.png,train,534255,463233,420821,5948,431891,26981,606,213417
..\data\leftImg8bit\train\bochum\bochum_000000_016591_leftImg8bit.png,..\data\gtFine\train\bochum\bochum_000000_016591_gtFine_labelIds.png,train,491412,784603,479182,38301,239103,28340,23980,12231
..\data\leftImg8bit\train\bochum\bochum_000000_016758_leftImg8bit.png,..\data\gtFine\train\bochum\bochum_000000_016758_gtFine_labelIds.png,train,274120,875520,740617,27474,34321,23890,54866,66344
..\data\leftImg8bit\train\bochum\bochum_000000_017216_leftImg8bit.png,..\data\gtFine\train\bochum\bochum_000000_017216_gtFine_labelIds.png,train,330084,741820,634167,78113,177853,26486,18674,89955
..\data\leftImg8bit\train\bochum\bochum_000000_017453_leftImg8bit.png,..\data\gtFine\train\bochum\bochum_000000_017453_gtFine_labelIds.png,train,278152,559260,244839,29891,528372,1354,5251,450033
..\data\leftImg8bit\train\bochum\bochum_000000_018195_leftImg8bit.png,..\data\gtFine\train\bochum\bochum_000000_018195_gtFine_labelIds.png,train,374757,599460,170248,16223,531519,19778,55,385112
..\data\leftImg8bit\train\bochum\bochum_000000_019188_leftImg8bit.png,..\data\gtFine\train\bochum\bochum_000000_019188_gtFine_labelIds.png,train,256227,724224,375194,89672,433255,65627,918,152035
..\data\leftImg8bit\train\bochum\bochum_000000_020673_leftImg8bit.png,..\data\gtFine\train\bochum\bochum_000000_020673_gtFine_labelIds.png,train,314062,816631,235796,21127,539657,3640,2333,163906
..\data\leftImg8bit\train\bochum\bochum_000000_020776_leftImg8bit.png,..\data\gtFine\train\bochum\bochum_000000_020776_gtFine_labelIds.png,train,265520,880889,485722,74323,328234,7201,24565,30698
..\data\leftImg8bit\train\bochum\bochum_000000_020899_leftImg8bit.png,..\data\gtFine\train\bochum\bochum_000000_020899_gtFine_labelIds.png,train,265052,797127,383299,43953,535499,15193,1099,55930
..\data\leftImg8bit\train\bochum\bochum_000000_021070_leftImg8bit.png,..\data\gtFine\train\bochum\bochum_000000_021070_gtFine_labelIds.png,train,417591,787000,191910,62303,535699,22621,0,80028
..\data\leftImg8bit\train\bochum\bochum_000000_021325_leftImg8bit.png,..\data\gtFine\train\bochum\bochum_000000_021325_gtFine_labelIds.png,train,238428,928356,594572,60391,138169,64490,0,72746
..\data\leftImg8bit\train\bochum\bochum_000000_021393_leftImg8bit.png,..\data\gtFine\train\bochum\bochum_000000_021393_gtFine_labelIds.png,train,412459,853624,536399,9851,154784,93098,0,36937
..\data\leftImg8bit\train\bochum\bochum_000000_021479_leftImg8bit.png,..\data\gtFine\train\bochum\bochum_000000_021479_gtFine_labelIds.png,train,284298,931583,502436,26125,217532,59546,0,75632
